2023-01-03 23:48:50 0 [Note] InnoDB: Mutexes and rw_locks use Windows interlocked functions
2023-01-03 23:48:50 0 [Note] InnoDB: Uses event mutexes
2023-01-03 23:48:50 0 [Note] InnoDB: Compressed tables use zlib 1.2.12
2023-01-03 23:48:50 0 [Note] InnoDB: Number of pools: 1
2023-01-03 23:48:50 0 [Note] InnoDB: Using SSE2 crc32 instructions
2023-01-03 23:48:50 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=361] with future log sequence number 304025
2023-01-03 23:48:50 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=223] with future log sequence number 303981
2023-01-03 23:48:50 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=360] with future log sequence number 303981
2023-01-03 23:48:50 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=222] with future log sequence number 303937
2023-01-03 23:48:50 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=359] with future log sequence number 303937
2023-01-03 23:48:50 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=221] with future log sequence number 303893
2023-01-03 23:48:50 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=358] with future log sequence number 303893
2023-01-03 23:48:50 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=220] with future log sequence number 303849
2023-01-03 23:48:50 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=357] with future log sequence number 303849
2023-01-03 23:48:50 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=219] with future log sequence number 303805
2023-01-03 23:48:50 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=356] with future log sequence number 303805
2023-01-03 23:48:50 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=218] with future log sequence number 303761
2023-01-03 23:48:50 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=355] with future log sequence number 303761
2023-01-03 23:48:50 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=217] with future log sequence number 303717
2023-01-03 23:48:50 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=354] with future log sequence number 303717
2023-01-03 23:48:50 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=216] with future log sequence number 303673
2023-01-03 23:48:50 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=353] with future log sequence number 303673
2023-01-03 23:48:50 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=215] with future log sequence number 303629
2023-01-03 23:48:50 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=352] with future log sequence number 303629
2023-01-03 23:48:50 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=214] with future log sequence number 303569
2023-01-03 23:48:50 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=351] with future log sequence number 303569
2023-01-03 23:48:50 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=213] with future log sequence number 303525
2023-01-03 23:48:50 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=350] with future log sequence number 303525
2023-01-03 23:48:50 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=212] with future log sequence number 303481
2023-01-03 23:48:50 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=349] with future log sequence number 303481
2023-01-03 23:48:50 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=211] with future log sequence number 303437
2023-01-03 23:48:50 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=348] with future log sequence number 303437
2023-01-03 23:48:50 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=210] with future log sequence number 303393
2023-01-03 23:48:50 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=347] with future log sequence number 303393
2023-01-03 23:48:50 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=209] with future log sequence number 303349
2023-01-03 23:48:50 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=346] with future log sequence number 303349
2023-01-03 23:48:50 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=208] with future log sequence number 303305
2023-01-03 23:48:50 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=345] with future log sequence number 303305
2023-01-03 23:48:50 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=207] with future log sequence number 303261
2023-01-03 23:48:50 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=344] with future log sequence number 303261
2023-01-03 23:48:50 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=206] with future log sequence number 303217
2023-01-03 23:48:50 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=343] with future log sequence number 303217
2023-01-03 23:48:50 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=205] with future log sequence number 303173
2023-01-03 23:48:50 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=342] with future log sequence number 303173
2023-01-03 23:48:50 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=204] with future log sequence number 303129
2023-01-03 23:48:50 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=341] with future log sequence number 303129
2023-01-03 23:48:50 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=203] with future log sequence number 303069
2023-01-03 23:48:50 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=340] with future log sequence number 303069
2023-01-03 23:48:50 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=202] with future log sequence number 303025
2023-01-03 23:48:50 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=339] with future log sequence number 303025
2023-01-03 23:48:50 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=201] with future log sequence number 302981
2023-01-03 23:48:50 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=338] with future log sequence number 302981
2023-01-03 23:48:50 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=200] with future log sequence number 302937
2023-01-03 23:48:50 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=337] with future log sequence number 302937
2023-01-03 23:48:50 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=199] with future log sequence number 302893
2023-01-03 23:48:50 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=336] with future log sequence number 302893
2023-01-03 23:48:50 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=198] with future log sequence number 302849
2023-01-03 23:48:50 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=335] with future log sequence number 302849
2023-01-03 23:48:50 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=197] with future log sequence number 302805
2023-01-03 23:48:50 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=334] with future log sequence number 302805
2023-01-03 23:48:50 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=196] with future log sequence number 302761
2023-01-03 23:48:50 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=333] with future log sequence number 302761
2023-01-03 23:48:50 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=194] with future log sequence number 302631
2023-01-03 23:48:50 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=331] with future log sequence number 302631
2023-01-03 23:48:50 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=193] with future log sequence number 302529
2023-01-03 23:48:50 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=330] with future log sequence number 302529
2023-01-03 23:48:50 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=192] with future log sequence number 302443
2023-01-03 23:48:50 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=329] with future log sequence number 302443
2023-01-03 23:48:50 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=63] with future log sequence number 302399
2023-01-03 23:48:50 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=328] with future log sequence number 302399
2023-01-03 23:48:50 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=62] with future log sequence number 302360
2023-01-03 23:48:50 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=327] with future log sequence number 302360
2023-01-03 23:48:50 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=61] with future log sequence number 302321
2023-01-03 23:48:50 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=326] with future log sequence number 302321
2023-01-03 23:48:50 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=60] with future log sequence number 302282
2023-01-03 23:48:50 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=325] with future log sequence number 302282
2023-01-03 23:48:50 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=59] with future log sequence number 302243
2023-01-03 23:48:50 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=324] with future log sequence number 302243
2023-01-03 23:48:50 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=58] with future log sequence number 302204
2023-01-03 23:48:50 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=323] with future log sequence number 302204
2023-01-03 23:48:50 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=57] with future log sequence number 302165
2023-01-03 23:48:50 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=321] with future log sequence number 302165
2023-01-03 23:48:50 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=56] with future log sequence number 302126
2023-01-03 23:48:50 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=320] with future log sequence number 302126
2023-01-03 23:48:50 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=55] with future log sequence number 302071
2023-01-03 23:48:50 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=319] with future log sequence number 302071
2023-01-03 23:48:50 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=9, page number=3] with future log sequence number 333806
2023-01-03 23:48:50 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=299] with future log sequence number 333786
2023-01-03 23:48:50 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=207] with future log sequence number 401374
2023-01-03 23:48:50 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=9, page number=3] with future log sequence number 401394
2023-01-03 23:48:50 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=344] with future log sequence number 401374
2023-01-03 23:48:50 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=205] with future log sequence number 400312
2023-01-03 23:48:50 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=2, page number=3] with future log sequence number 400636
2023-01-03 23:48:50 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=342] with future log sequence number 400312
2023-01-03 23:48:50 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=204] with future log sequence number 399653
2023-01-03 23:48:50 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=1, page number=3] with future log sequence number 400596
2023-01-03 23:48:50 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=341] with future log sequence number 399653
2023-01-03 23:48:50 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=203] with future log sequence number 399394
2023-01-03 23:48:50 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=28, page number=3] with future log sequence number 399302
2023-01-03 23:48:50 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=28, page number=2] with future log sequence number 399302
2023-01-03 23:48:50 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=12] with future log sequence number 400455
2023-01-03 23:48:50 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=207] with future log sequence number 401630
2023-01-03 23:48:50 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=211] with future log sequence number 403859
2023-01-03 23:48:50 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=2, page number=3] with future log sequence number 403939
2023-01-03 23:48:50 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=348] with future log sequence number 403859
2023-01-03 23:48:50 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=210] with future log sequence number 402792
2023-01-03 23:48:50 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=1, page number=3] with future log sequence number 403959
2023-01-03 23:48:50 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=347] with future log sequence number 402792
2023-01-03 23:48:50 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=212] with future log sequence number 404368
2023-01-03 23:48:50 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=28, page number=3] with future log sequence number 404388
2023-01-03 23:48:50 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=349] with future log sequence number 404368
2023-01-03 23:48:50 0 [ERROR] InnoDB: Page [page id: space=0, page number=7] log sequence number 398812 is in the future! Current system log sequence number 300306.
2023-01-03 23:48:50 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2023-01-03 23:48:50 0 [ERROR] InnoDB: Page [page id: space=0, page number=11] log sequence number 400379 is in the future! Current system log sequence number 300306.
2023-01-03 23:48:50 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2023-01-03 23:48:50 0 [ERROR] InnoDB: Page [page id: space=0, page number=6] log sequence number 335580 is in the future! Current system log sequence number 300306.
2023-01-03 23:48:50 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2023-01-03 23:48:50 0 [ERROR] InnoDB: Page [page id: space=0, page number=301] log sequence number 335580 is in the future! Current system log sequence number 300306.
2023-01-03 23:48:50 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2023-01-03 23:48:50 0 [ERROR] InnoDB: Page [page id: space=0, page number=45] log sequence number 336151 is in the future! Current system log sequence number 300306.
2023-01-03 23:48:50 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2023-01-03 23:48:50 0 [ERROR] InnoDB: Page [page id: space=0, page number=306] log sequence number 336151 is in the future! Current system log sequence number 300306.
2023-01-03 23:48:50 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2023-01-03 23:48:50 0 [ERROR] InnoDB: Page [page id: space=0, page number=46] log sequence number 338791 is in the future! Current system log sequence number 300306.
2023-01-03 23:48:50 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2023-01-03 23:48:50 0 [ERROR] InnoDB: Page [page id: space=0, page number=309] log sequence number 338791 is in the future! Current system log sequence number 300306.
2023-01-03 23:48:50 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2023-01-03 23:48:50 0 [ERROR] InnoDB: Page [page id: space=0, page number=47] log sequence number 338830 is in the future! Current system log sequence number 300306.
2023-01-03 23:48:50 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2023-01-03 23:48:50 0 [ERROR] InnoDB: Page [page id: space=0, page number=311] log sequence number 338830 is in the future! Current system log sequence number 300306.
2023-01-03 23:48:50 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2023-01-03 23:48:50 0 [ERROR] InnoDB: Page [page id: space=0, page number=48] log sequence number 338869 is in the future! Current system log sequence number 300306.
2023-01-03 23:48:50 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2023-01-03 23:48:50 0 [ERROR] InnoDB: Page [page id: space=0, page number=312] log sequence number 338869 is in the future! Current system log sequence number 300306.
2023-01-03 23:48:50 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2023-01-03 23:48:50 0 [ERROR] InnoDB: Page [page id: space=0, page number=49] log sequence number 338908 is in the future! Current system log sequence number 300306.
2023-01-03 23:48:50 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2023-01-03 23:48:50 0 [ERROR] InnoDB: Page [page id: space=0, page number=313] log sequence number 338908 is in the future! Current system log sequence number 300306.
2023-01-03 23:48:50 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2023-01-03 23:48:50 0 [ERROR] InnoDB: Page [page id: space=0, page number=50] log sequence number 339655 is in the future! Current system log sequence number 300306.
2023-01-03 23:48:50 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2023-01-03 23:48:50 0 [ERROR] InnoDB: Page [page id: space=0, page number=314] log sequence number 339655 is in the future! Current system log sequence number 300306.
2023-01-03 23:48:50 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2023-01-03 23:48:50 0 [ERROR] InnoDB: Page [page id: space=0, page number=51] log sequence number 301876 is in the future! Current system log sequence number 300306.
2023-01-03 23:48:50 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2023-01-03 23:48:50 0 [ERROR] InnoDB: Page [page id: space=0, page number=315] log sequence number 301876 is in the future! Current system log sequence number 300306.
2023-01-03 23:48:50 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2023-01-03 23:48:50 0 [ERROR] InnoDB: Page [page id: space=0, page number=52] log sequence number 342218 is in the future! Current system log sequence number 300306.
2023-01-03 23:48:50 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2023-01-03 23:48:50 0 [ERROR] InnoDB: Page [page id: space=0, page number=316] log sequence number 342218 is in the future! Current system log sequence number 300306.
2023-01-03 23:48:50 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2023-01-03 23:48:50 0 [ERROR] InnoDB: Page [page id: space=0, page number=53] log sequence number 342257 is in the future! Current system log sequence number 300306.
2023-01-03 23:48:50 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2023-01-03 23:48:50 0 [ERROR] InnoDB: Page [page id: space=0, page number=317] log sequence number 342257 is in the future! Current system log sequence number 300306.
2023-01-03 23:48:50 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2023-01-03 23:48:50 0 [ERROR] InnoDB: Page [page id: space=0, page number=54] log sequence number 302032 is in the future! Current system log sequence number 300306.
2023-01-03 23:48:50 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2023-01-03 23:48:50 0 [ERROR] InnoDB: Page [page id: space=0, page number=318] log sequence number 302032 is in the future! Current system log sequence number 300306.
2023-01-03 23:48:50 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2023-01-03 23:48:50 0 [ERROR] InnoDB: Page [page id: space=0, page number=55] log sequence number 302071 is in the future! Current system log sequence number 300306.
2023-01-03 23:48:50 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2023-01-03 23:48:50 0 [ERROR] InnoDB: Page [page id: space=0, page number=319] log sequence number 302071 is in the future! Current system log sequence number 300306.
2023-01-03 23:48:50 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2023-01-03 23:48:50 0 [ERROR] InnoDB: Page [page id: space=0, page number=56] log sequence number 342296 is in the future! Current system log sequence number 300306.
2023-01-03 23:48:50 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2023-01-03 23:48:50 0 [ERROR] InnoDB: Page [page id: space=0, page number=320] log sequence number 342296 is in the future! Current system log sequence number 300306.
2023-01-03 23:48:50 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2023-01-03 23:48:50 0 [ERROR] InnoDB: Page [page id: space=0, page number=57] log sequence number 302165 is in the future! Current system log sequence number 300306.
2023-01-03 23:48:50 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2023-01-03 23:48:50 0 [ERROR] InnoDB: Page [page id: space=0, page number=321] log sequence number 302165 is in the future! Current system log sequence number 300306.
2023-01-03 23:48:50 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2023-01-03 23:48:50 0 [ERROR] InnoDB: Page [page id: space=0, page number=58] log sequence number 302204 is in the future! Current system log sequence number 300306.
2023-01-03 23:48:50 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2023-01-03 23:48:50 0 [ERROR] InnoDB: Page [page id: space=0, page number=323] log sequence number 302204 is in the future! Current system log sequence number 300306.
